text,lda,yake,keybert
"Infobox Chemisches Element Name Californium Symbol Cf Ordnungszahl 98 Serie Ac Gruppe Ac Periode 7 Block f Hauptquelle ref Die Werte der atomaren und physikalischen Eigenschaften (Infobox) sind, wenn nicht anders angegeben, entnommen aus: Richard G. Haire: Webarchiv url http://radchem.nevada.edu/classes/rdch710/files/Californium.pdf wayback 20100717154045 text Californium archiv-bot 2022-10-15 17:47:50 InternetArchiveBot , in: Lester R. Morss, Norman M. Edelstein, Jean Fuger (Hrsg.): The Chemistry of the Actinide and Transactinide Elements , Springer, Dordrecht 2006; ISBN 1-4020-3555-1, S. 1499–1576 ( DOI 10.1007/1-4020-3598-5_11 ). ref Aussehen silbriges Metall CAS CASRN 7440-71-3 EG-Nummer ECHA-ID Atommasse 251 Atomradius 186 ± 2 pm ref name Binder AtomradiusBerechnet KovalenterRadius 225 VanDerWaalsRadius Elektronenkonfiguration Radon Rn 5 F-Orbital f sup 10 sup 7 S-Orbital s sup 2 sup Austrittsarbeit Ionisierungsenergie_1 ZahlExp 6,28166 suffix (25) post Elektronenvolt eV ref name ","['Sub', 'Tier', 'Gattung']","['Sub', 'Name', 'Isotop']","['californiums', 'californiumisotop', 'californium']"
"Begriffsklärungshinweis Infobox Chemisches Element Name Curium Symbol Cm Ordnungszahl 96 Serie Ac Gruppe Ac Periode 7 Block f Aussehen silbrig-weißes Metall CAS CASRN 7440-51-9 EG-Nummer ECHA-ID Hauptquelle ref Die Werte der atomaren und physikalischen Eigenschaften (Infobox) sind, wenn nicht anders angegeben, aus http://www.webelements.com/curium/ www.webelements.com (Curium) entnommen. ref Atommasse 247,0703 Atomradius 174,3 pm ref name HOWI_2149 Holleman-Wiberg Auflage 102 Startseite 2149 Endseite ref AtomradiusBerechnet KovalenterRadius VanDerWaalsRadius Elektronenkonfiguration Radon Rn 5 F-Orbital f sup 7 sup 6 D-Orbital d sup 1 sup 7 S-Orbital s sup 2 sup Austrittsarbeit Ionisierungsenergie_1 ZahlExp 5,99141 suffix (25) post Elektronenvolt eV ref name NIST-ASD-curium NIST-ASD curium Abruf 2020-06-13 ref ≈ ZahlExp 578,08 post Joule kJ / mol ref name Webelements-curium Webelements curium atoms Abruf 2020-06-13 ref Ionisierungsenergie_2 ZahlExp 12,4 suffix (4) post eV ref name NIST-","['Sub', 'Tier', 'Gattung']","['Sub', 'Name', 'Element']","['atoms_abruf', 'curium_cm', 'curiumisotop']"
"Infobox Chemisches Element Name Caesium Symbol Cs Ordnungszahl 55 Serie Am Gruppe 1 Periode 6 Block s Hauptquelle ref Die Werte für die Eigenschaften (Infobox) sind, wenn nicht anders angegeben, aus http://www.webelements.com/caesium/ www.webelements.com (Caesium) entnommen. ref Aussehen goldgelb glänzend CAS CASRN 7440-46-2 EG-Nummer 231-155-4 ECHA-ID 100.028.323 Massenanteil 6,5 ppm (42. Rang) ref name Harry H. Binder Harry H. Binder: Lexikon der chemischen Elemente. S. Hirzel Verlag, Stuttgart 1999, ISBN 3-7776-0736-3. ref Atommasse 132,90545196(6) ref name CIAAW http://www.ciaaw.org/atomic-weights.htm CIAAW, Standard Atomic Weights Revised 2013 . ref Atomradius 265 AtomradiusBerechnet 298 KovalenterRadius 244 VanDerWaalsRadius 343 ref Manjeera Mantina, Adam C. Chamberlin, Rosendo Valero, Christopher J. Cramer, Donald G. Truhlar: Consistent van der Waals Radii for the Whole Main Group. In: J. Phys. Chem. A . 113, 2009, S. 5806–5812, doi:10.1021/jp8111556 . ref Elektronenkonfiguratio","['Sub', 'Tier', 'Gattung']","['Sub', 'Name', 'Abruf']","['chemisch_element', 'atoms_abruf', 'caesiummetall']"
"Datei:Portrait of Charlie Parker in 1947.jpg mini|Charlie Parker 1947, Bild von William P. Gottlieb Charlie „Bird“ Parker (* 29. August 1920 als Charles Parker Jr. in Kansas City (Kansas) Kansas City , Kansas ; † 12. März 1955 in New York City ) war ein Vereinigte Staaten US-amerikanischer Musiker ( Altsaxophon ist und Komponist ), der als einer der Schöpfer und herausragenden Interpreten des Bebop zu einem wichtigen und einflussreichen Musiker in der Geschichte des Jazz wurde. Seine Musik „hat den Jazz beeinflusst wie vor ihm nur die von Louis Armstrong , wie nach ihm die von John Coltrane und Miles Davis “. ref Wolfram Knauer: Charlie Parker . Reclam-Verlag, Stuttgart 2014 ref Ab 1942 wirkte er an den legendären Jamsession s im Monroe’s und im Minton’s Playhouse in Harlem mit, wo er gemeinsam mit Dizzy Gillespie und Thelonious Monk entscheidende Grundlagen für den Modern Jazz legte. Er spielte dabei, für damalige Verhältnisse, kühne Dissonanz en und Polyrhythmik rhythmische Verschieb","['filmen', 'Abruf', 'Literatur_Autor']","['Charlie', 'parker', 'Bird']","['modern_jazzen', 'jazzgeschichte', 'jazzecho']"
"Begriffsklärungshinweis Datei:Gaius Caesar Caligula.jpg mini|hochkant=1.2| div style text-align:center Caligula br Ny Carlsberg Glyptotek div Gaius Caesar Augustus Germanicus (* 31. August 12 in Anzio Antium als Gaius Iulius Caesar ; † 24. Januar 41 in Rom ), postum bekannt als Caligula , war von 37 bis 41 Liste der römischen Kaiser der Antike römischer Kaiser . Caligulas Jugend war von den Intrigen des ehrgeizigen Prätorianerpräfekt en Lucius Aelius Seianus Seianus geprägt. Nach hoffnungsvollem Regierungsbeginn, der durch persönliche Schicksalsschläge getrübt wurde, übte der Kaiser seine Herrschaft zunehmend als Autokratie autokratischer Monarch aus und ließ in Hochverratsprozessen zahlreiche Römischer Senat Senatoren in willkürlicher Ausschöpfung seiner Amtsgewalt zum Tode verurteilen. Seine Gewaltherrschaft endete mit seiner Ermordung durch die Prätorianer garde und Einzelmaßnahmen zur Damnatio memoriae Vernichtung des Andenkens an den Kaiser. Da die antiken Quellen Caligula praktis","['römisch', 'Kaiser', 'König']","['Kaiser', 'Edu', 'Roman']","['gaius_iulius', 'iulius_caesar', 'julius_caesar']"
"Dieser Artikel behandelt den römischen Kaiser. Zum gleichnamigen Kleidungsstück siehe Caracalla (Kleidung) . Datei:Caracalla MAN Napoli Inv6033 n01.jpg mini|Büste des Caracalla, Archäologisches Nationalmuseum Neapel Caracalla (geboren als Lucius Septimius Bassianus ; * 4. April 188 in Lugdunum, dem heutigen Lyon ; † 8. April 217 in Mesopotamien ) war von 211 bis zu seinem Tod Römische Kaiserzeit römischer Kaiser . Sein offizieller Kaisername war – in Anknüpfung an den beliebten Kaiser Mark Aurel – Marcus Aurel(l)ius Severus Antoninus . ref Der Gentilname Aurellius (statt Aurelius ) ist für Caracalla (wie auch später für Elagabal und Severus Alexander) in förmlich feierlichen Inschriften fast durchweg verwendet und auch sonst die Regel, vgl. Werner Eck , Hans Lieb: Ein Diplom für die Classis Ravennas vom 22. November 206 , in: Zeitschrift für Papyrologie und Epigraphik 96, 1993, S. 75–88 ( http://uni-koeln.de/phil-fak/ifa/zpe/downloads/1993/096pdf/096075.pdf PDF; 3,8 MB ), hier S. 79, A","['römisch', 'Kaiser', 'König']","['Severus', 'Kaiser', 'caracalla']","['caracallas', 'caracalli', 'caracalla']"
"Dieser Artikel erläutert den Entwickler des Linnéschen Systems. Zu seinem gleichnamigen Sohn siehe Carl von Linné (Sohn) . Zum deutschen Politiker ähnlichen Namens siehe Carl Linné (Politiker) . Datei:Carl von Linné.png mini|Linnés Bildnis wenige Jahre vor seinem Tod wurde von Alexander Roslin 1775 gemalt. Datei:Linne CoA.jpg mini|Linnés Wappen symbolisiert die drei Naturreiche Mineral ien, Pflanzen und Tier e und wurde von ihm selbst entworfen. Im blauen Oval in der Mitte ist ein Ei dargestellt. Der Helm darüber ist mit der nach ihm benannten Pflanze Moosglöckchen Linnaea borealis (Moosglöckchen) geschmückt. Datei:Linne autograph.svg mini|Linnés Unterschrift Carl von Linné Audio sv-Carl_von_Linné.ogg anhören (latinisiert Carolus Linnaeus ; vor der Erhebung in den Adelsstand 1756 Carl Nilsson Linnæus ; * 23. Mai 1707 in Råshult bei Älmhult ; † 10. Januar 1778 in Uppsala ) war ein Schweden schwedischer Naturforscher, der mit der Binomen binären Nomenklatur (Biologie) Nomenklatur die Gru","['Museum', 'Paris', 'Kunst']","['Http', 'Carl', 'Fassung']","['linné_linnaeus', 'linnæus', 'linnéschen']"
"Begriffsklärungshinweis Datei:Pontormo - Ritratto di Cosimo il Vecchio - Google Art Project.jpg mini|Cosimo de’ Medici. Posthumes Gemälde von Jacopo da Pontormo , um 1519/1520. Florenz, Uffizien Cosimo de’ Medici (genannt il Vecchio ‚der Alte‘; * 10. April 1389 in Florenz ; † 1. August 1464 in Careggi bei Florenz) war ein Staatsmann, Bankier und Mäzen , der jahrzehntelang die Politik seiner Heimatstadt Florenz lenkte und einen wesentlichen Beitrag zu ihrem kulturellen Aufschwung leistete. Wegen seiner Zugehörigkeit zur Familie der Medici (deutsch auch „Mediceer“) wird er „de’ Medici“ genannt; es handelt sich nicht um ein Adelsprädikat , die Familie war bürgerlich. Als Erbe der von seinem Vater Giovanni di Bicci de' Medici gegründeten, stark expandierenden Banco Medici Medici-Bank gehörte Cosimo von Haus aus zur städtischen Führungsschicht. Der geschäftliche Erfolg machte ihn zum reichsten Bürger von Florenz. Den Rahmen für seine politische Betätigung bot die Republik republikanische Ve","['Philosophie', 'antik', 'Schrift']","['Medici', 'Cosimo', 'Florenz']","['cosimo_medici', 'medici_bank', 'bankgeschäft']"
"Weiterleitungshinweis PCR Datei:Wie funktioniert der PCR-Test?.webm mini|Funktionsweise des PCR-Tests, erklärt am Beispiel eines Corona-Test s (Video) Als Polymerase-Kettenreaktion ( enS polymerase chain reaction , PCR ) bezeichnet man Methoden zur in vitro - Vervielfältigung von Erbsubstanz ( Desoxyribonukleinsäure DNA ). Dazu werden, je nach Methode, verschiedene Formen des Enzym Enzyms DNA-Polymerase verwendet. Die Bezeichnung Kettenreaktion bedeutet in diesem Zusammenhang, dass die Produkte vorheriger Zyklen als Ausgangsstoffe für den nächsten Zyklus dienen und somit eine exponentiell e Vervielfältigung ermöglichen. Bei der klassischen PCR werden diese Zyklen über ein Temperaturprogramm gesteuert. Bei der Weiterentwicklung isotherme DNA-Amplifikation erfolgt diese Vervielfältigung kontinuierlich bei konstanter Temperatur. Die PCR wird in biologischen und medizinischen Laboratorien zum Beispiel für die Erkennung von Erbkrankheit en und Virusinfektion en, für das Erstellen und Überpr","['Sub', 'Tier', 'Gattung']","['dna', 'pcr', 'polymerase']","['dna_polymerase', 'polymerase_kettenreaktion', 'pcr']"
"Begriffsklärungshinweis Infobox Gemeinde in Deutschland Art Stadt Wappen Dresden Stadtwappen.svg Breitengrad 51.049259 Längengrad 13.73836 Lageplan Saxony DD.svg Lageplanbeschreibung Lage der Stadt Dresden in Sachsen Bundesland Sachsen Höhe 112 PLZ 01067–01328, 01465 Vorwahl 0351, Schönborn (Dresden) 03528 , Langebrück 035201 Gemeindeschlüssel 14612000 NUTS DED21 LOCODE DE DRS Gliederung Liste der Stadtbezirke und Ortschaften in Dresden 10 Stadtbezirke, br 9 Ortschaften Adresse Dr.-Külz-Ring 19 br 01067 Dresden Website https://www.dresden.de/ www.dresden.de Bürgermeister Dirk Hilbert Bürgermeistertitel Oberbürgermeister Partei FDP Datei:Dresden Montage (2016).png mini|hochkant=1.35|Collage der Sehenswürdigkeiten: Frauenkirche (Dresden) Frauenkirche , Residenzschloss Dresden Residenzschloss , Semperoper , Militärhistorisches Museum der Bundeswehr Militärhistorisches Museum , Zwinger (Dresden) Zwinger , Nachtpanorama Dresden ( Audio De-Dresden-pronunciation.ogg Aussprache ; hsbS Drježdźa","['Wilhelm', 'Dresden', 'Friedrich']","['Dresden', 'Stadt', 'Text']","['dresden', 'dresdenschlossokt1985', 'bahnhof_dresden']"
"Weiterleitungshinweis DNA Datei:DNA orbit animated.gif mini|hochkant=1.125|DNA-Helix in B-Konformation (Struktur modell): Die Stickstoff (blau) enthaltenden Nukleinbasen liegen waagrecht zwischen zwei Rückgratsträngen, welche sehr reich an Sauerstoff (rot) sind. Kohlenstoff ist grün dargestellt. Desoxyribonukleinsäure ( Audio De-Desoxyribonukleinsäure.ogg ; abgekürzt DNS ), meist kurz als DNA (Abkürzung für enS deoxyribonucleic acid ) bezeichnet, ist eine aus unterschiedlichen Desoxyribonukleotide n aufgebaute Nukleinsäuren Nukleinsäure . Sie trägt die Genom Erbinformation bei allen Lebewesen und den DNA-Virus DNA-Viren . Das langkettige Polynukleotide Polynukleotid enthält in Abschnitten von Gen en besondere Abfolgen seiner Nukleotide . Diese DNA-Abschnitte dienen als Matrize (Genetik) Matrizen für den Aufbau entsprechender Ribonukleinsäure n (RNA), wenn genetische Information von DNA in RNA umgeschrieben wird (siehe Transkription (Biologie) Transkription ). Die hierbei an der DNA-Vor","['Sub', 'Tier', 'Gattung']","['dna', 'Base', 'Name']","['dna', 'dnas', 'dna_sequenzierung']"
"Datei:Pamphlet dutch tulipomania 1637.jpg mini|Broschüre über die Tulpenmanie in den Niederlanden, gedruckt 1637 Datei:Semper Augustus Tulip 17th century.jpg mini|Zeitgenössisches Aquarell (17. Jahrhundert) einer Tulpe der Sorte Semper Augustus , Norton Simon Museum in Pasadena (Kalifornien) Pasadena |alt=Aquarell einer weiß-rot gestreiften Tulpe Bei der Tulpenmanie (auch Tulipomanie , Tulpenwahn , Tulpenblase , Tulpenfieber oder Tulpenhysterie ; nlS tulpenwoede , lang nl tulpengekte oder lang nl bollengekte ) handelt es sich um eine Periode im Goldenes Zeitalter (Niederlande) Goldenen Zeitalter der Niederlande , in der Tulpenzwiebeln zum Spekulation (Wirtschaft) Spekulations nowiki objekt wurden. Tulpen waren seit ihrer Einführung in die Niederlande in der zweiten Hälfte des 16. Jahrhunderts ein Liebhaberobjekt. Sie wurden in den Gärten der sozial gehobenen Schichten des gebildeten Bürgertums, der Gelehrten und der Aristokratie kultiviert. Zu den auf Tauschhandel gegründeten Beziehung","['Museum', 'Paris', 'Kunst']","['Chicago', 'Tulpe', 'Age']","['tulpensorte', 'tulpengeschäft', 'tulpenmanie']"
"Datei:Tractus intestinalis intestinum crassum.svg mini|Der Dickdarm des Menschen mit seinen Abschnitten: Farblegende #c8e183 Blinddarm mit Wurmfortsatz Farblegende #f0e183 Aufsteigendes Colon Farblegende #f0b983 Quercolon Farblegende #f09183 Absteigendes Colon Farblegende #f06983 Colon sigmoideum Farblegende #d24183 Mastdarm Der Dickdarm ( laS Intestinum crassum ) ist der letzte Teil des Verdauungstrakt es der Wirbeltiere und damit auch des Menschen. Er ist der Teil des Darm s, der nach dem Dünndarm beginnt und an der Kloake (Biologie) Kloake oder am Anus endet. Seine wesentliche Funktion liegt im Transport und in der Speicherung des Kot Stuhls . Der Dickdarm entzieht dem Stuhl Wasser und dickt ihn dadurch ein. Durch seine Fähigkeit, Natrium -, Kalium - und Chlorid - Ion en aufzunehmen oder auszuscheiden, ist er an der Feinregulation des Elektrolyt -Haushaltes beteiligt. Die Darmflora ist vor allem im Dickdarm zu finden. Erkrankungen des Dickdarms sind beim Menschen häufig: Die akute A","['Sub', 'Tier', 'Gattung']","['Auflage', 'Verlag', 'Dickdarm']","['gastrointestinale', 'intestine', 'intestinal']"
"Infobox Chemisches Element Name Europium Symbol Eu Ordnungszahl 63 Serie La Gruppe La Periode 6 Block f Aussehen silbrig weiß CAS CASRN 7440-53-1 EG-Nummer 231-161-7 ECHA-ID 100.028.328 Massenanteil 0,099 ppm ref name Harry H. Binder Harry H. Binder: Lexikon der chemischen Elemente. S. Hirzel Verlag, Stuttgart 1999, ISBN 3-7776-0736-3. ref Hauptquelle ref Die Werte für die Eigenschaften (Infobox) sind, wenn nicht anders angegeben, aus http://www.webelements.com/europium/ www.webelements.com (Europium) entnommen. ref Atommasse 151,964(1) ref name CIAAW http://www.ciaaw.org/atomic-weights.htm CIAAW, Standard Atomic Weights Revised 2013 . ref Atomradius 185 AtomradiusBerechnet 231 KovalenterRadius 198 VanDerWaalsRadius Elektronenkonfiguration nowiki [ nowiki Xenon Xe nowiki ] nowiki 4 F-Orbital f sup 7 sup 6 S-Orbital s sup 2 sup Austrittsarbeit Ionisierungsenergie_1 ZahlExp 5,670385 suffix (5) post Elektronenvolt eV ref name NIST-ASD-europium NIST-ASD europium Abruf 2020-06-13 ref ≈ Zahl","['Sub', 'Tier', 'Gattung']","['Sub', 'Name', 'Element']","['chemisch_element', 'atoms_abruf', 'europium']"
"Begriffsklärungshinweis Infobox Chemisches Element Name Eisen Symbol Fe Ordnungszahl 26 Serie Üm Gruppe 8 Periode 4 Block d Aussehen metallisch glänzend mit br einem gräulichen Farbton CAS CASRN 7439-89-6 EG-Nummer 231-096-4 ECHA-ID 100.028.270 Massenanteil 4,7 % (4. Rang) ref name Harry H. Binder Harry H. Binder: Lexikon der chemischen Elemente. S. Hirzel Verlag, Stuttgart 1999, ISBN 3-7776-0736-3. ref Hauptquelle ref Die Werte für die Eigenschaften (Infobox) sind, wenn nicht anders angegeben, aus http://www.webelements.com/iron/ www.webelements.com (Eisen) entnommen. ref Atommasse 55,845(2) ref name CIAAW http://www.ciaaw.org/atomic-weights.htm CIAAW, Standard Atomic Weights Revised 2013 . ref Atomradius 140 AtomradiusBerechnet 156 KovalenterRadius low-spin: 123 pm, high-spin: 152 VanDerWaalsRadius Elektronenkonfiguration Argon Ar 3 D-Orbital d sup 6 sup 4 S-Orbital s sup 2 sup Austrittsarbeit 4,5 Elektronenvolt eV ref Ludwig Bergmann, Clemens Schaefer, Rainer Kassing: Bergmann-Schae","['Sub', 'Tier', 'Gattung']","['Sub', 'Autor', 'Datum']","['atoms_abruf', 'atomium', 'atom']"
Infobox Elementgruppe GruppeV Halogene GruppeA Edelgase GruppeN Alkalimetalle Gruppe Eg class wikitable float-right style text-align:center u Gruppe des Periodensystems Gruppe u align right 18 u Hauptgruppe u align right 8 align center Periode des Periodensystems Periode align center Chemische Elemente der ersten Periode 1 Periodisches System/Element serie Eg aggregat g protonen 2 name Helium symbol He align center Chemische Elemente der zweiten Periode 2 Periodisches System/Element serie Eg aggregat g protonen 10 name Neon symbol Ne align center Chemische Elemente der dritten Periode 3 Periodisches System/Element serie Eg aggregat g protonen 18 name Argon symbol Ar align center Chemische Elemente der vierten Periode 4 Periodisches System/Element serie Eg aggregat g protonen 36 name Krypton symbol Kr align center Chemische Elemente der fünften Periode 5 Periodisches System/Element serie Eg aggregat g protonen 54 name Xenon symbol Xe align center Chemische Elemente der sechsten Periode ,"['Sub', 'Tier', 'Gattung']","['Name', 'Sub', 'Element']","['chemisch_element', 'elementgruppe', 'elementes']"
"Datei:Enigma-logo.svg mini| Logo (Zeichen) Markenschild der Enigma Datei:Enigma (20967055154).jpg mini|Die Schlüsselmaschine Enigma I (links am Bildrand: zwei separate Enigma-Walzen Walzen ) Enigma ( grcS prefix nein αἴνιγμα aínigma de Rätsel ) ist eine Sammelbezeichnung für eine Reihe von Rotor-Chiffriermaschine n, die seit den 1920ern zur Verschlüsselung von Nachrichten verwendet wurden. Im Zweiter Weltkrieg Zweiten Weltkrieg wurden Enigmas von den Achsenmächte n verwendet, am häufigsten durch die Wehrmacht . Den Kriegführende Staaten im Zweiten Weltkrieg#Alliierte und Verbündete Alliierten gelang es die gegnerischen Funkspruch Funksprüche nahezu kontinuierlich zu Entzifferung entziffern , was bis 1974 geheim gehalten wurde. Dieser Artikel gibt eine Übersicht anhand der 1930 bei der Reichswehr in Dienst gestellten Enigma I (sprich: „Enigma eins“, die weitverbreitetste Drei-Rotorversion mit Steckerbrett). Geschichte Datei:Scherbius-1928-patent.png mini|Patentzeichnung von 1923 ref nam","['stylen', 'stylen_Text', 'color']","['enigma', 'Bletchley', 'spanen']","['wehrmachtteil', 'luftwaffe_wehrmacht', 'wehrmacht']"
"Begriffsklärungshinweis Infobox Mond Name Mond Datei:Moon decrescent symbol (bold).svg 20px|☾ SysName Bild Datei:Full Moon Luc Viatour.jpg 250px|Der Mond von der Erde aus gesehen Bildtext Der Mond, von der Erde aus fotografiert (2006) Zentrum Erde Halbachse 384.400 Exzentrizitaet 0,0549 Periapsis 363.300 Apoapsis 405.500 Bahnneigung (zur Ekliptik ) 5,145 Umlaufzeit 27,3217 Umlaufgeschwindigkeit 1,022 ref-o ref name moonfact Internetquelle werk NASA.gov autor David R. Williams url https://nssdc.gsfc.nasa.gov/planetary/factsheet/moonfact.html sprache en titel Moon Fact Sheet datum 2020-01-13 abruf 2020-05-16 ref Visuelle_Helligkeit −12,74 (Vollmond) Albedo 0,12 Durchmesser 3474 Masse 7,346 · 10 sup 22 sup Oberflaeche Größenordnung (Fläche)#10 Millionen km² bis 100 Millionen km² 37.932.330 Dichte 3,344 Rotation 27,322 Tage Achsneigung 6,68 A_Fallen 1,62 V_Flucht 2380 Temperatur 95 Kelvin K bis 390 ref-p ref name moonfact Vergleichbild Datei:Moon Earth Comparison.png 250px|Größenvergleich ","['Sub', 'Tier', 'Gattung']","['mond', 'Moon', 'Text']","['moon', 'lunar', 'moonfact']"
"Dieser Artikel behandelt den Turm in Paris. Zu weiteren Bedeutungen siehe Eifelturm . Infobox Sendeanlage NAME Eiffelturm OFZ_NAME lang fr Tour Eiffel FUNK_NAME BILD Tour Eiffel Wikimedia Commons.jpg BILD_BES ORT Champ de Mars im 7. Arrondissement (Paris) 7. Arrondissement REGION-ISO FR-75C NS 48.858222 EW 2.2945 LAGEPUNKT 33 VERW Fernmelde/Rundfunk/Restaurant/Aussichtsturm ZUGANG ja BESITZER Société d’exploitation de la tour Eiffel (SETE) ABRISS BAU_DEKADE 188 ABR_DEKADE T_BAU_ZEIT 1887–1889 T_BAU_KOST 7.739.401 Französischer Franc Francs T_BAU_HERR Gustave Eiffel & Cie T_BAU_ARCH Charles Léon Stephen Sauvestre Stephen Sauvestre T_BAU_ST Eisen T_BET_ZEIT seit 1889 T_UMBAU T_HOCH_GES 330 T_HOCH_AUS 57,6/115,7/276,1 T_HOCH_RES 115,7 T_HOCH_BET 295 T_GEW_GES 10.100 T_VOL_GES T_A_STILL S_ANT_BAU 03.2022 S_UMBAU S_WELLE UKW, DAB S_RUNDFUNK UKW, DAB S_TYP DVB-T/Richtfunk, DAB-Radio S_STILL CAT_TYP Turm CAT_STADT im 7. Arrondissement (Paris) WEITERES benannt nach:/ Gustave Eiffel /-/Eröffnun","['stylen', 'stylen_Text', 'color']","['Text', 'stylen', 'Eiffelturm']","['tour_eiffel', 'en_10_la_tour_en_chiffres', 'paris_qui_dort']"
"Datei:TriosePhosphateIsomerase Ribbon pastel trans.png mini|hochkant=1.5|Bändermodell des Enzyms Triosephosphatisomerase (TIM) der Glykolyse , eine stilisierte Darstellung der Proteinstruktur, gewonnen durch Kristallstrukturanalyse . TIM gilt als katalytisch perfektes Enzym . Datei:Aconitase center 7ACN.png mini|hochkant=1.5|Enzyme bieten exakte Bindungsstellen für Substrat (Biochemie) Substrate und Cofaktoren. (Strukturausschnitt aus der mitochondriellen Aconitase : katalytisches Zentrum mit Fe4S4-Cluster (Mitte unten) und gebundenem Isocitrat (ICT). Rings herum die nächsten Aminosäuren des Enzyms.) Ein Enzym , auch Ferment genannt, ist ein Stoff, der aus Biologie biologischen Makromoleküle Großmolekülen besteht und als Katalysator bestimmte chemische Reaktion en beschleunigen kann. Die katalysierte Reaktion kann zwar prinzipiell auch ohne das jeweilige Enzym ablaufen, doch sehr viel langsamer. ref Literatur Autor Jeremy M. Berg, John L. Tymoczko, Gregory J. Gatto jr., Lubert Stryer T","['Sub', 'Tier', 'Gattung']","['Enzym', 'Substrat', 'Reaktion']","['enzymsystem', 'enzymforschung', 'enzymspezifität']"
